MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
1-01252-0041,"317 93 STREET
New York, NY
(40.61862486687654, -74.03248528048049)",UPPER WEST SIDE (79-96),D4-ELEVATOR,28,1910,32067,713811,22.26,227355,7.09,486456,3558000,110.96,1-01252-0038,"325 93 STREET
New York, NY
(40.61853101436459, -74.0322948150886)",UPPER WEST SIDE (79-96),D1-ELEVATOR,28,1910,32928,703069,21.35,227612,6.91,475457,3487000,105.9,0,1-01253-0045,"336 95 STREET
New York, NY
(40.61674511193877, -74.0327047107057)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1940,41000,912633,22.26,290801,7.09,621832,4548000,110.93,0.05,1-01252-0022,306 WEST 93 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,48,1927,"25,794","624,326",24.2,"207,874",8.06,"416,452","3,030,000",117.47,0.05
1-01252-0044,"309 93 STREET
New York, NY
(40.61871871938848, -74.03267574587237)",UPPER WEST SIDE (79-96),D4-ELEVATOR,29,1910,32067,713811,22.26,227355,7.09,486456,3558000,110.96,1-01252-0038,"325 93 STREET
New York, NY
(40.61853101436459, -74.0322948150886)",UPPER WEST SIDE (79-96),D1-ELEVATOR,28,1910,32928,703069,21.35,227612,6.91,475457,3487000,105.9,0,1-01253-0045,"336 95 STREET
New York, NY
(40.61674511193877, -74.0327047107057)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1940,41000,912633,22.26,290801,7.09,621832,4548000,110.93,0.05,1-01252-0022,306 WEST 93 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,48,1927,"25,794","624,326",24.2,"207,874",8.06,"416,452","3,030,000",117.47,0.05
1-01252-0050,"685 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D4-ELEVATOR,98,1928,156303,3452733,22.09,1478626,9.46,1974107,14455000,92.48,1-01252-0038,"325 93 STREET
New York, NY
(40.61853101436459, -74.0322948150886)",UPPER WEST SIDE (79-96),D1-ELEVATOR,28,1910,32928,703069,21.35,227612,6.91,475457,3487000,105.9,0,1-01252-0005,"202 RIVERSIDE DRIVE
New York, NY
(40.793690447881715, -73.97635700935768)",UPPER WEST SIDE (79-96),D3-ELEVATOR,90,1905,102791,2271044,22.09,924272,8.99,1346772,9861000,95.93,0.05,1-01253-0007,321 WEST 94 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,30,1930,"30,960","698,471",22.56,"313,342",10.12,"385,129","2,815,000",90.92,0.05
1-01252-0065,"310 94 STREET
New York, NY
(40.61767230391655, -74.03284255812264)",UPPER WEST SIDE (79-96),D4-ELEVATOR,34,1910,31760,706978,22.26,225178,7.09,481800,3524000,110.96,1-01252-0038,"325 93 STREET
New York, NY
(40.61853101436459, -74.0322948150886)",UPPER WEST SIDE (79-96),D1-ELEVATOR,28,1910,32928,703069,21.35,227612,6.91,475457,3487000,105.9,0,1-01252-0029,"316 93 STREET
New York, NY
(40.61857888340736, -74.03252460598758)",UPPER WEST SIDE (79-96),D1-ELEVATOR,49,1910,31614,834892,26.41,199998,6.33,634894,3630000,114.82,0.05,1-01253-0045,336 WEST 95 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1940,"41,000","912,633",22.26,"290,801",7.09,"621,832","4,548,000",110.93,0.05
1-01253-0004,"224 RIVERSIDE DRIVE
New York, NY
(40.79512036990832, -73.9760872127489)",UPPER WEST SIDE (79-96),D4-ELEVATOR,29,1910,25270,570091,22.56,255732,10.12,314359,2298000,90.94,1-01253-0016,"311 94 STREET
New York, NY
(40.61782872555773, -74.03301918208007)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1930,22290,704879,31.62,182236,8.18,522643,1991000,89.32,0,1-01252-0024,"308 93 STREET
New York, NY
(40.618672735919304, -74.03271507137946)",UPPER WEST SIDE (79-96),D1-ELEVATOR,48,1927,25890,693201,26.77,230807,8.91,462394,3342000,129.08,0.1,, , , , , , , , , , , , , , 
1-01270-0008,"45 54 STREET
New York, NY
(40.64791369500131, -74.02094662628393)",MIDTOWN WEST,D4-ELEVATOR,50,1948,61584,1880775,30.54,553024,8.98,1327751,9928000,161.21,1-01271-0012,"51 55 STREET
New York, NY
(40.64731123647344, -74.02144743552647)",MIDTOWN WEST,D6-ELEVATOR,37,1916,38704,1101489,28.46,287656,7.43,813833,5852000,151.2,0.05,1-01271-0007,"57 55 STREET
New York, NY
(40.64727095741449, -74.02138477921255)",MIDTOWN WEST,D6-ELEVATOR,105,1962,112000,4018994,35.88,1350053,12.05,2668941,19697000,175.87,0.05,1-01010-0046,134 WEST 58 STREET,MIDTOWN WEST,D7-ELEVATOR,121,1930,"61,791","1,887,336",30.54,"554,759",8.98,"1,332,577","9,964,000",161.25,0.24
1-01270-0017,"25 54 STREET
New York, NY
(40.648038151181495, -74.02115796696727)",MIDTOWN WEST,D4-ELEVATOR,70,1939,72845,2178066,29.9,543424,7.46,1634642,12247000,168.12,1-01271-0012,"51 55 STREET
New York, NY
(40.64731123647344, -74.02144743552647)",MIDTOWN WEST,D6-ELEVATOR,37,1916,38704,1101489,28.46,287656,7.43,813833,5852000,151.2,0.05,1-01271-0007,"57 55 STREET
New York, NY
(40.64727095741449, -74.02138477921255)",MIDTOWN WEST,D6-ELEVATOR,105,1962,112000,4018994,35.88,1350053,12.05,2668941,19697000,175.87,0.05,1-01007-0051,140 WEST 55 STREET,MIDTOWN WEST,D7-ELEVATOR,36,1912,"26,496","792,252",29.9,"197,586",7.46,"594,666","4,455,000",168.14,0.18
1-01270-0020,"17 54 STREET
New York, NY
(40.648087933650146, -74.0212425032348)",MIDTOWN WEST,D4-ELEVATOR,215,1935,200000,5980000,29.9,1492000,7.46,4488000,33626000,168.13,1-01271-0007,"57 55 STREET
New York, NY
(40.64727095741449, -74.02138477921255)",MIDTOWN WEST,D6-ELEVATOR,105,1962,112000,4018994,35.88,1350053,12.05,2668941,19697000,175.87,0.05,1-01271-0012,"51 55 STREET
New York, NY
(40.64731123647344, -74.02144743552647)",MIDTOWN WEST,D6-ELEVATOR,37,1916,38704,1101489,28.46,287656,7.43,813833,5852000,151.2,0.05,1-01007-0051,140 WEST 55 STREET,MIDTOWN WEST,D7-ELEVATOR,36,1912,"26,496","792,252",29.9,"197,586",7.46,"594,666","4,455,000",168.14,0.18
1-01274-0057,"24 CENTRAL PARK
New York, NY
(40.764565767038725, -73.97364401869056)",MIDTOWN WEST,D4-ELEVATOR,38,1963,101278,3093030,30.54,909476,8.98,2183554,16327000,161.21,1-01271-0007,"57 55 STREET
New York, NY
(40.64727095741449, -74.02138477921255)",MIDTOWN WEST,D6-ELEVATOR,105,1962,112000,4018994,35.88,1350053,12.05,2668941,19697000,175.87,0.16,1-01011-0013,"145 58 STREET
New York, NY
(40.645329087155346, -74.02280836831689)",MIDTOWN WEST,D7-ELEVATOR,114,1928,122813,3556581,28.96,1191724,9.7,2364857,17752000,144.54,0.16,1-01010-0046,134 WEST 58 STREET,MIDTOWN WEST,D7-ELEVATOR,121,1930,"61,791","1,887,336",30.54,"554,759",8.98,"1,332,577","9,964,000",161.25,0.17
1-01293-0037,"470 PARK AVENUE
New York, NY
(40.762142828870346, -73.97055328678604)",MIDTOWN CBD,D4-ELEVATOR,82,1916,111310,3761165,33.79,1290083,11.59,2471082,18341000,164.77,1-01398-0006,"103 63 STREET
New York, NY
(40.64231126989792, -74.02542787061206)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,1923,36274,1173708,32.36,221664,6.11,952044,7087000,195.37,0.31,1-01378-0007,"5 63 STREET
New York, NY
(40.642966377076846, -74.02651236632185)",UPPER EAST SIDE (59-79),D9-ELEVATOR,12,1900,11875,409442,34.48,139736,11.77,269706,1998000,168.25,0.31,1-01398-0008,107 EAST 63 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,15,1920,"17,250","580,754",33.67,"177,842",10.31,"402,912","2,991,000",173.39,0.31
1-01294-0033,"480 PARK AVENUE
New York, NY
(40.762528939566494, -73.97022363311783)",MIDTOWN CBD,D4-ELEVATOR,142,1929,375239,12679326,33.79,4349020,11.59,8330306,61830000,164.77,1-01332-0029,"240 59 STREET
New York, NY
(40.64300617069911, -74.02050915256952)",MIDTOWN EAST,D6-ELEVATOR,167,1983,324212,13502516,41.65,4351027,13.42,9151489,69083000,213.08,0.31,1-01398-0008,"107 63 STREET
New York, NY
(40.64229022209193, -74.02539198582808)",UPPER EAST SIDE (59-79),D7-ELEVATOR,15,1920,17250,580754,33.67,177842,10.31,402912,2991000,173.39,0.27,1-01331-0039,210 EAST 58 STREET,MIDTOWN EAST,D6-ELEVATOR,109,1959,"84,000","2,838,640",33.79,"973,907",11.59,"1,864,733","13,841,000",164.77,0.32
1-01303-0041,"150 49 STREET
New York, NY
(40.586679054232135, -73.98697019255401)",MIDTOWN CBD,D4-ELEVATOR,49,1923,57000,2147190,37.67,506730,8.89,1640460,12055000,211.49,1-01320-0018,"235 46 STREET
New York, NY
(40.58799975957939, -73.98927612364774)",MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,2234339,44.76,727099,14.57,1507240,11345000,227.29,0.15,1-01307-0029,"155 52 STREET
New York, NY
(40.58350610874302, -73.98775293569213)",MIDTOWN CBD,D6-ELEVATOR,113,1929,66386,2500853,37.67,590442,8.89,1910411,14039000,211.48,0.2,1-01299-0048,132 EAST 45 STREET,MIDTOWN CBD,D9-ELEVATOR,95,1915,"72,000","3,101,013",43.07,"924,360",12.84,"2,176,653","16,403,000",227.82,0.2
1-01309-0069,"417 PARK AVENUE
New York, NY
(40.760082783646794, -73.97170751446617)",MIDTOWN CBD,D4-ELEVATOR,29,1916,89651,3029307,33.79,1039055,11.59,1990252,14772000,164.77,1-01307-0029,"155 52 STREET
New York, NY
(40.58350610874302, -73.98775293569213)",MIDTOWN CBD,D6-ELEVATOR,113,1929,66386,2500853,37.67,590442,8.89,1910411,14039000,211.48,0.13,1-01331-0039,"210 58 STREET
New York, NY
(40.644433092785846, -74.02133894300297)",MIDTOWN EAST,D6-ELEVATOR,109,1959,84000,2838640,33.79,973907,11.59,1864733,13841000,164.77,0.26,1-01346-0023,965 1 AVENUE,MIDTOWN EAST,D7-ELEVATOR,42,1934,"38,934","1,269,698",32.61,"426,410",10.95,"843,288","6,274,000",161.14,0.35
1-01310-0059,"136 56 STREET
New York, NY
(40.646117381112674, -74.02114093201195)",MIDTOWN CBD,D4-ELEVATOR,155,1962,187972,5054567,26.89,2216190,11.79,2838377,20511000,109.12,1-01311-0028,"141 56 STREET
New York, NY
(40.646123536833805, -74.02103557832174)",MIDTOWN CBD,D6-ELEVATOR,115,1940,107485,4105761,38.2,1123226,10.45,2982535,22571000,209.99,0.11,1-01375-0129,"43 60 STREET
New York, NY
(40.64327196397781, -74.02239255177008)",UPPER EAST SIDE (59-79),D9-ELEVATOR,21,1910,17296,688208,39.79,234015,13.53,454193,3433000,198.49,0.27,1-01347-0030,989 1 AVENUE,MIDTOWN EAST,D7-ELEVATOR,161,1928,"164,161","4,414,182",26.89,"1,890,140",11.51,"2,524,042","18,240,000",111.11,0.35
1-01311-0065,"110 57 STREET
New York, NY
(40.6457470361294, -74.02201664433576)",MIDTOWN CBD,D4-ELEVATOR,112,1957,155000,4078050,26.31,1010600,6.52,3067450,22196000,143.2,1-01312-0033,"157 57 STREET
New York, NY
(40.64548109570133, -74.02146147905727)",MIDTOWN CBD,D6-ELEVATOR,118,1960,173168,5047223,29.15,1398502,8.08,3648721,27378000,158.1,0.11,1-01415-0021,"1143 2 AVENUE
New York, NY
(40.761566664995144, -73.96364059586335)",UPPER EAST SIDE (59-79),D7-ELEVATOR,108,1940,103304,2898425,28.06,831822,8.05,2066603,13530000,130.97,0.3,1-01416-0012,223 EAST 61 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,48,1942,"39,510","1,039,631",26.31,"257,540",6.52,"782,091","5,659,000",143.23,0.33
1-01312-0028,"153 57 STREET
New York, NY
(40.64550669811964, -74.02150447179744)",MIDTOWN CBD,D4-ELEVATOR,191,1960,135841,4143151,30.5,1271472,9.36,2871679,21474000,158.08,1-01312-0033,"157 57 STREET
New York, NY
(40.64548109570133, -74.02146147905727)",MIDTOWN CBD,D6-ELEVATOR,118,1960,173168,5047223,29.15,1398502,8.08,3648721,27378000,158.1,0,1-01331-0039,"210 58 STREET
New York, NY
(40.644433092785846, -74.02133894300297)",MIDTOWN EAST,D6-ELEVATOR,109,1959,84000,2838640,33.79,973907,11.59,1864733,13841000,164.77,0.12,1-01350-0040,320 EAST 58 STREET,MIDTOWN EAST,D6-ELEVATOR,128,1961,"108,559","3,310,784",30.5,"1,015,643",9.36,"2,295,141","17,162,000",158.09,0.26
1-01312-0069,"475 PARK AVENUE
New York, NY
(40.762246998833035, -73.97011536015707)",MIDTOWN CBD,D4-ELEVATOR,64,1908,122801,4134710,33.67,1266078,10.31,2868632,21296000,173.42,1-01398-0006,"103 63 STREET
New York, NY
(40.64231126989792, -74.02542787061206)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,1923,36274,1173708,32.36,221664,6.11,952044,7087000,195.37,0.29,1-01398-0008,"107 63 STREET
New York, NY
(40.64229022209193, -74.02539198582808)",UPPER EAST SIDE (59-79),D7-ELEVATOR,15,1920,17250,580754,33.67,177842,10.31,402912,2991000,173.39,0.29,1-01416-0002,1033 3 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,133,1967,"241,274","9,831,995",40.75,"2,526,044",10.47,"7,305,951","55,189,000",228.74,0.29
1-01313-0001,"485 PARK AVENUE
New York, NY
(40.762493562963584, -73.96993924292094)",MIDTOWN CBD,D4-ELEVATOR,25,1922,82644,2782623,33.67,852060,10.31,1930563,14332000,173.42,1-01375-0129,"43 60 STREET
New York, NY
(40.64327196397781, -74.02239255177008)",UPPER EAST SIDE (59-79),D9-ELEVATOR,21,1910,17296,688208,39.79,234015,13.53,454193,3433000,198.49,0.14,1-01398-0006,"103 63 STREET
New York, NY
(40.64231126989792, -74.02542787061206)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,1923,36274,1173708,32.36,221664,6.11,952044,7087000,195.37,0.24,1-01309-0050,136 EAST 55 STREET,MIDTOWN CBD,D6-ELEVATOR,200,1957,"204,269","7,426,465",36.36,"2,621,503",12.83,"4,804,962","35,422,000",173.41,0.22
1-01321-0042,"212 48 STREET
New York, NY
(40.58614431335358, -73.98947326934496)",MIDTOWN EAST,D4-ELEVATOR,46,1924,51576,1956793,37.94,808196,15.67,1148597,8694000,168.57,1-01320-0018,"235 46 STREET
New York, NY
(40.58799975957939, -73.98927612364774)",MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,2234339,44.76,727099,14.57,1507240,11345000,227.29,0.05,1-01338-0035,"330 46 STREET
New York, NY
(40.649495172154, -74.01158568820752)",MIDTOWN EAST,D9-ELEVATOR,206,1961,133828,5262298,39.32,1566613,11.71,3695685,27947000,208.83,0.17,1-01342-0012,333 EAST 49 STREET,MIDTOWN EAST,D3-ELEVATOR,204,1965,"177,380","5,953,175",33.56,"1,793,127",10.11,"4,160,048","30,891,000",174.15,0.17
1-01323-0015,"235 49 STREET
New York, NY
(40.585582145784, -73.98873884366351)",MIDTOWN EAST,D4-ELEVATOR,80,1927,73800,2799972,37.94,1156446,15.67,1643526,12441000,168.58,1-01320-0018,"235 46 STREET
New York, NY
(40.58799975957939, -73.98927612364774)",MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,2234339,44.76,727099,14.57,1507240,11345000,227.29,0.15,1-01343-0036,"340 51 STREET
New York, NY
(40.64656116299879, -74.01427782032786)",MIDTOWN EAST,D9-ELEVATOR,116,1965,88658,3436384,38.76,1168512,13.18,2267872,17156000,193.51,0.15,1-01341-0032,344 EAST 49 STREET,MIDTOWN EAST,D7-ELEVATOR,27,1901,"17,900","692,226",38.67,"169,956",9.49,"522,270","3,951,000",220.73,0.15
1-01323-0036,"230 50 STREET
New York, NY
(40.64865591177298, -74.01625962112055)",MIDTOWN EAST,D4-ELEVATOR,43,1927,53694,2037150,37.94,841385,15.67,1195765,9051000,168.57,1-01324-0042,"214 51 STREET
New York, NY
(40.64830733594612, -74.01717959734039)",MIDTOWN EAST,D1-ELEVATOR,65,1927,28458,1193848,41.95,312644,10.99,881204,6651000,233.71,0.05,1-01320-0018,"235 46 STREET
New York, NY
(40.58799975957939, -73.98927612364774)",MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,2234339,44.76,727099,14.57,1507240,11345000,227.29,0.15,1-01342-0045,320 EAST 50 STREET,MIDTOWN EAST,D1-ELEVATOR,36,1960,"23,442","811,202",34.6,"229,015",9.77,"582,187","4,311,000",183.9,0.14
1-01324-0009,"221 50 STREET
New York, NY
(40.64882565000934, -74.0164251664547)",MIDTOWN EAST,D4-ELEVATOR,47,1957,35840,1126093,31.42,372736,10.4,753357,5622000,156.86,1-01342-0045,"320 50 STREET
New York, NY
(40.64732071179655, -74.01403875525202)",MIDTOWN EAST,D1-ELEVATOR,36,1960,23442,811202,34.6,229015,9.77,582187,4311000,183.9,0.15,1-01343-0005,"307 50 STREET
New York, NY
(40.64750616148469, -74.01423054470828)",MIDTOWN EAST,D3-ELEVATOR,111,1962,71137,2235385,31.42,739775,10.4,1495610,11162000,156.91,0.14,1-01344-0033,340 EAST 52 STREET,MIDTOWN EAST,D7-ELEVATOR,67,1941,"51,338","1,805,341",35.17,"670,122",13.05,"1,135,219","8,397,000",163.56,0.15
1-01324-0011,"223 50 STREET
New York, NY
(40.6488002891165, -74.01638307082305)",MIDTOWN EAST,D4-ELEVATOR,25,1928,14852,486254,32.74,139015,9.36,347239,2583000,173.92,1-01342-0045,"320 50 STREET
New York, NY
(40.64732071179655, -74.01403875525202)",MIDTOWN EAST,D1-ELEVATOR,36,1960,23442,811202,34.6,229015,9.77,582187,4311000,183.9,0.15,1-01343-0005,"307 50 STREET
New York, NY
(40.64750616148469, -74.01423054470828)",MIDTOWN EAST,D3-ELEVATOR,111,1962,71137,2235385,31.42,739775,10.4,1495610,11162000,156.91,0.14,1-01343-0049,956 2 AVENUE,MIDTOWN EAST,D6-ELEVATOR,121,1959,"115,860","3,793,214",32.74,"1,084,425",9.36,"2,708,789","20,149,000",173.91,0.14
1-01324-0030,"246 51 STREET
New York, NY
(40.647896041126394, -74.01650330720055)",MIDTOWN EAST,C6-WALK-UP,25,1926,15210,536153,35.25,127156,8.36,408997,3024000,198.82,1-01325-0036,"234 52 STREET
New York, NY
(40.64748418352308, -74.017335460604)",MIDTOWN EAST,C5-WALK-UP,28,1913,14256,502560,35.25,119182,8.36,383378,2835000,198.86,0.05,1-01344-0020,"347 51 STREET
New York, NY
(40.64654188983227, -74.0141302468827)",MIDTOWN EAST,D9-ELEVATOR,22,1950,11130,444924,39.98,149553,13.44,295371,2232000,200.54,0.15,1-01344-0021,349 EAST 51 STREET,MIDTOWN EAST,C4-WALK-UP,21,1901,"10,275","372,932",36.3,"103,740",10.1,"269,192","1,985,000",193.19,0.15
1-01325-0024,"963 2 AVENUE
New York, NY
(40.75566711248291, -73.96793935516342)",MIDTOWN EAST,D4-ELEVATOR,195,1960,206945,6775379,32.74,1937005,9.36,4838374,35989000,173.91,1-01343-0049,"956 2 AVENUE
New York, NY
(40.75528040401031, -73.9682271382128)",MIDTOWN EAST,D6-ELEVATOR,121,1959,115860,3793214,32.74,1084425,9.36,2708789,20149000,173.91,0.15,1-01309-0050,"136 55 STREET
New York, NY
(40.64669679403385, -74.02055558568068)",MIDTOWN CBD,D6-ELEVATOR,200,1957,204269,7426465,36.36,2621503,12.83,4804962,35422000,173.41,0.19,1-01344-0036,330 EAST 52 STREET,MIDTOWN EAST,D9-ELEVATOR,41,1927,"28,570","952,282",33.33,"262,338",9.18,"689,944","5,126,000",179.42,0.14
1-01327-0037,"220 54 STREET
New York, NY
(40.64653828783514, -74.01879015987318)",MIDTOWN EAST,D4-ELEVATOR,148,1962,115020,3765755,32.74,1076587,9.36,2689168,20003000,173.91,1-01344-0033,"340 52 STREET
New York, NY
(40.64598933198001, -74.01486984440386)",MIDTOWN EAST,D7-ELEVATOR,67,1941,51338,1805341,35.17,670122,13.05,1135219,8397000,163.56,0.17,1-01343-0049,"956 2 AVENUE
New York, NY
(40.75528040401031, -73.9682271382128)",MIDTOWN EAST,D6-ELEVATOR,121,1959,115860,3793214,32.74,1084425,9.36,2708789,20149000,173.91,0.2,1-01331-0039,210 EAST 58 STREET,MIDTOWN EAST,D6-ELEVATOR,109,1959,"84,000","2,838,640",33.79,"973,907",11.59,"1,864,733","13,841,000",164.77,0.2
1-01328-0017,"231 54 STREET
New York, NY
(40.646456369137205, -74.0185351293732)",MIDTOWN EAST,C6-WALK-UP,15,1900,6040,201555,33.37,53333,8.83,148222,1101000,182.28,1-01326-0029,"246 53 STREET
New York, NY
(40.64676777592549, -74.01767211216033)",MIDTOWN EAST,C7-WALK-UP,22,1900,12915,489247,37.88,148251,11.48,340996,2581000,199.85,0.1,1-01309-0041,"160 55 STREET
New York, NY
(40.64653873085658, -74.02029371981985)",MIDTOWN CBD,D6-ELEVATOR,46,1955,26000,867694,33.37,229646,8.83,638048,4740000,182.31,0.12,1-01347-0036,338 EAST 55 STREET,MIDTOWN EAST,C5-WALK-UP,10,1950,"6,000","196,330",32.72,"78,263",13.04,"118,067","1,395,000",232.5,0.14
1-01328-0021,"1035 2 AVENUE
New York, NY
(40.757726559930006, -73.96643748737449)",MIDTOWN EAST,D4-ELEVATOR,454,1977,406179,13724788,33.79,4707615,11.59,9017173,66928000,164.77,1-01331-0039,"210 58 STREET
New York, NY
(40.644433092785846, -74.02133894300297)",MIDTOWN EAST,D6-ELEVATOR,109,1959,84000,2838640,33.79,973907,11.59,1864733,13841000,164.77,0.16,,, , ,,,,,,,,,,,,, , , , , , , , , , , , , , 
1-01328-0030,"238 55 STREET
New York, NY
(40.64576217409033, -74.01898789754563)",MIDTOWN EAST,D4-ELEVATOR,99,1963,68225,2143630,31.42,709540,10.4,1434090,10703000,156.88,1-01331-0039,"210 58 STREET
New York, NY
(40.644433092785846, -74.02133894300297)",MIDTOWN EAST,D6-ELEVATOR,109,1959,84000,2838640,33.79,973907,11.59,1864733,13841000,164.77,0.16,1-01343-0005,"307 50 STREET
New York, NY
(40.64750616148469, -74.01423054470828)",MIDTOWN EAST,D3-ELEVATOR,111,1962,71137,2235385,31.42,739775,10.4,1495610,11162000,156.91,0.24,1-01344-0041,320 EAST 52 STREET,MIDTOWN EAST,D9-ELEVATOR,87,1960,"88,300","2,408,873",27.28,"977,363",11.07,"1,431,510","10,327,000",116.95,0.2
1-01330-0004,"935 3 AVENUE
New York, NY
(40.75987593958007, -73.96780445685903)",MIDTOWN EAST,D4-ELEVATOR,202,1960,431730,14588157,33.79,5003751,11.59,9584406,71138000,164.77,1-01331-0039,"210 58 STREET
New York, NY
(40.644433092785846, -74.02133894300297)",MIDTOWN EAST,D6-ELEVATOR,109,1959,84000,2838640,33.79,973907,11.59,1864733,13841000,164.77,0.06,,, , ,,,,,,,,,,,,, , , , , , , , , , , , , , 
1-01330-0007,"209 56 STREET
New York, NY
(40.64560131322786, -74.02017120037743)",MIDTOWN EAST,D4-ELEVATOR,120,1960,87100,2842944,32.64,1052168,12.08,1790776,13322000,152.95,1-01331-0039,"210 58 STREET
New York, NY
(40.644433092785846, -74.02133894300297)",MIDTOWN EAST,D6-ELEVATOR,109,1959,84000,2838640,33.79,973907,11.59,1864733,13841000,164.77,0.06,1-01349-0035,"340 57 STREET
New York, NY
(40.64319850894188, -74.01779338343363)",MIDTOWN EAST,D6-ELEVATOR,61,1931,73000,2286156,31.32,1238457,16.97,1047699,7821000,107.14,0.14,1-01343-0036,340 EAST 51 STREET,MIDTOWN EAST,D9-ELEVATOR,116,1965,"88,658","3,436,384",38.76,"1,168,512",13.18,"2,267,872","17,156,000",193.51,0.33
